tanggal,komentar,video_id
2023-09-09,"Selain polusi juga sudah terciium bau2..




Bau bau penghianatan😢",QrqLXg5I5OQ
2023-09-02,saya yakin polusi jakarta ada yg bikin. dlu dlu g pernah kek gini. ada yg nyumbang asap nih untuk tujuan tertentu. harusnya di cari dr atas brgkali ada penghasil asap yg tdk diketahui oleh kebanyakan orang yang memghasilkan asap yg sukar hilang.,QrqLXg5I5OQ
2023-09-01,"Mantab jakarta , tumpuklah tanpa henti kabut asapnya ya  😬 sehingga akhirnya nanti kebingungan akan kalian nikmati 😍good job 😍🫰👍",QrqLXg5I5OQ
2023-08-31,"Beberapa hari lalu aku liburan ke jakarta awalnya aku kira kek cerah banget tapi pas aku di pesawat dh mau mendarat berkabut banget dari atas, setelah itu aku kena virus karna polusi udara jakarta.",QrqLXg5I5OQ
2023-08-30,OOO makanya jakarta itu langitnya gak seger,QrqLXg5I5OQ
2023-08-29,"Kalo ibu kota negara pindah di kalimantan, g lama kalimantan bakal nyusul kaya jakarta",QrqLXg5I5OQ
2023-08-28,"Penyebaran dan pembukaan lapangan pekerjaan yg punya gaji sama dengan pekerjaan yg di Jakarta biar semua gak ke Jakarta doang kerjanya... Kebanyakan penduduk disini, alangkah baiknya meningkatkan kualitas SDM biar dapat membuka lowongan kerja di berbagai daerah...",QrqLXg5I5OQ
2023-08-27,"Saran kedua
Pencegahannya
Taman pohon ribuan sepanjang jalan.Kantor..kantor dll
Pabrik di bangun diluar Jakarta
Jarak 70 km
PLN pakai batubara, dipindahakan diluar kota
Jarak  70 km, memang naval, biaya pemindahannya
Tapi Untung kedepanya 
Jakarta 50 persen mengurangi panas udara dan polusi udara
Buat UU pendirian pabrik dll",QrqLXg5I5OQ
2023-08-27,"Saran Dan masukan 
Ganjil genap Mobil enggak menambah efektip 
Ini kan kemarau 
Semua udara panas
Nanti Kalau hujan
Udara sejuk dan dingin 
Pakai kendaraan listrik menambah masalah 
Limbah batrai yang tidak terpakai akan menambah masalah limbah batrai 
Ujungnya nambah masalah Baru. 
Kedua 
Yang efektip
Pejabat negara 
ASN
BUMN
TNI
Polisi 
Pegawwai swasta dll
Tidak bawa kendaraan
Dari Senen Dan Jumat
Pakai kendaraan
Bis tran
Kereta ART
Itu mengurangi polusi udara
Ketiga
PLN
Pabrik swasta dll 
Diluar Jakarta 
Jarak 70 km
Mengurangi polusi udara 
Ke empat 
Mobil listrik Dan Mobil listrik 
Tambah pulusi limbah batrai lebih bahaya buat manusia
Dan ada tujuan bisnis nya
Bagi para pengusaha mobil listrik dan motor 
Supaya laku. Itu tujuanya gembar gembor mobil listrik dan motor 
Tapi yang tahu rabu mesin 
Enggak mau be like mobil dan motor listrik 
Peratama
Tidal bisa jalan jauh
Jalanya tidak Cepat 
Harga batrai mahal
Makanya dilempar penjualannya
Ke Indonesia 
Ini lah kepintaran para pengusaha mobil dan motor listrik. 
Masyarakat Indonesia yang selalu dirugikan 
Buktinnya 
Para pejabat negara Indonesia 
Masih palace Mobil BBM
Ini tidak fair. 
Indonesia Jangan mau 
Dipermaikan 
Oleh para pengusaha 
Mobil dan motor listrik 
Kendaraan saya pakai bahan litrik 
Saya enggak pakai 
Karena beli batrai agak mahal
Pemerintah kaji ulang 
Sebelum Ini terjadi 
Dierapkan pakai Mobil Dan motor listrik. 
Rakyat Indonesia yang selalu dirugikan 
Mau dikemanakan
Mobil Dan motor BBM?!! 
Apa enggak pakai uang lagi 
Buat 
Beli Mobil Dan motor listrik ????
Udah gaji kecil, spa Bambang beban
Pejabat negara Indonesia sih enaky
Gaji nya gede
Enggak masalah. 
Ambil keputusan
Jangan tergesa gesa
Pikir kan dulu
Untung apa Rubi buat rakyat Indonesia yang punya kendaraan",QrqLXg5I5OQ
2023-08-25,Dulu saya bertanya tanya apakah ini mendung tapi kok setiap saat ke Jakarta melihat langit seperti mendung. Ternyata itu asap polusi😢,QrqLXg5I5OQ
2023-08-25,"Ga mungkin kendaraan motor ,bisa separah ini.harus ada audit detail.kemungkinan besar pabrik2 Scala besar. Cek ada asap2 pabrik",QrqLXg5I5OQ
2023-08-24,"MasyaAllah smoga warga jakarta slalu di berikan kesehatan...di jkt klw hujan kelamaan banjir,klw kemarau polusi...",QrqLXg5I5OQ
2023-08-23,Semua akibat bertambahnya penduduk yg makin banyak kejakarta dan kendaraan umum yg tidak terkontrol jumlahnya dan kurangnya penghijauan. Gimana gak kacau udara klo kendaraannya banyak banget tiap hari mengeluarkan asap di kota,QrqLXg5I5OQ
2023-08-23,ew parah banget sampe abu2 gitu,QrqLXg5I5OQ
2023-08-22,"Komen nya pada nyalahin pemerintah. Padahal pemerintah sudah kasih solusi dengan memindahkan IKN ke kalimantan malah di hujat, dihina... coba kalian tanya si Rocky Gerung apa solusi dia untuk mengatasi polusi di Jakarta. Jangan hanya bisa ngatain Jokowi ""BAJINGAN TOLOL"" ketika IKN mau di pindahkan ke Kalimantan",QrqLXg5I5OQ
2023-08-21,"Gila gila ,perasaan tahun 2015 lalu saya di jakarta masih mudah lihat langit biru dan bintang di malam hari, tapi sepertinya saat ini sudah mustahil",QrqLXg5I5OQ
2023-08-21,Minta Di..Kirimin Rudal Nuklir Sama Pak..De...Putin...Di..5..wilayah JKT buat mengurangi ..mobil...&...motor...dihajarnya .dihari kerja ya...lagi..pada ngumpul .di .Jakarta..dicoba aja dulu....ya....mksh.,QrqLXg5I5OQ
2023-08-19,"NIKUBA solusinya, alat merubah air jadi HYDROGEN /BBM,  tanpa polusi, udara bersih lihat di youtube, negara bisa hemat BBM ratusan trilun, gak perlu import minyak lagi",QrqLXg5I5OQ
2023-08-16,Polusi itu buatan dr manusia ... Klo ga mau polusi ... Jgn menyebab kan polusi...,QrqLXg5I5OQ
2023-08-15,"Saya sangat salut warga jakarta kuat dengan polusi seperti ini, saya aja 5 hari ga kuat di sana...
Semangat warga jakarta kalian luar biasa",QrqLXg5I5OQ
2023-08-20,"Mendadak sekarang pada sadar lingkungan.. Coba pak anies masih gubernur pasti jadi salahnya pak anies gx becus mimpin jakarta.. Heee.. 
Kalo sekarang...??? Gx mungkin nyalahin pejabatnya.. Semua mendadak mikirin lingkungan.. Hee",AfBzQSEpPoY
2023-07-04,Maklum lah kawasan macet & pabrik.,AfBzQSEpPoY
2023-07-04,"Udara jakarta ingin bersih, pindah ke hutan, IKN, itu solusinya.",AfBzQSEpPoY
2023-07-04,Trus bangun pabrik2 dan kendaraan trus diproduksi..,AfBzQSEpPoY
2023-07-04,mana ada pohon itu gundul semua & pembangunan cukup padat 😮 gimana udara gk kotor deket pabrik tangerang bekasi.. jelas polusi bget itu.. semua orang masing2 punya mobil motor banyak jelas macet polusi ..coba sprti di luar pjln kaki klo jauh naiknya bus kereta ..lebih sehat orgnya pnjang umur smpe 100th bahkan lebih ..justru umur 90 msih bnyk yg krja.. coba contoh negara2 maju,AfBzQSEpPoY
2023-07-03,bgm udara kota jkt mau bersih dgn semakin bertambahnya kendaraan roda 2 n roda 4. sebuah kota klu mau bersih kendaraan roda 2 n roda 4 d kurangi contoh d tokyo jepang klu ukuran pasar pke sepeda aja jd kwalitas udaranya tetap terjaga.,AfBzQSEpPoY
2023-07-03,NKRI salam untuk warga DKI  CUACA yg buruk apa capres nya yg buruk / akibat penebangan pohon mahoni di MONAS,AfBzQSEpPoY
2023-02-23,"Kredibel KLH di pertanyakan sebab hasil analisa mereka dg debu yg masyarakat lihat dg mata telanjang debu itu banyak ,kok KLH masi bilang masi  di bawah baku mutu 🤣🤣🤣",GM7E90HnBeQ
2023-12-26,"Awalnya saya tak percaya Anies salahkan angin ( menghubungkan angin dengan polusi udara)
Hari ini tgl 26 Desember 2023 tepat hari libur natal artinya harusnya langit Jakarta bersih biru atau boleh berawan Putih.
Nyatanya saat ini... Langit Jakarta gelap tapi bukan mendung... Saya meyakini ini polusi udara dan itu bukan datang dari KENDARAAN BERMOTOR m3lainkan dari sebab lain dari luar kota Jakarta.
Ini mirip dengan kabut asap melanda Singapura dikirim oleh angin dari hutang yg dibakar di Sumatra Dan atau di Kalimantan.",imlCPA5Vu2c
2023-12-13,"Kata Anies itu salah polusi udara, mereka g punya KTP buat diatur🤣 anggaran 80 triliun nya kemana ya btw",imlCPA5Vu2c
2023-12-06,"Gua agustus kemarin ke jakarta sekitar 1 bulan lamanya ada urusan kerja.
Baru lima hari nyampek udah batuk2 sebulan full.
Gua walau dikasih rumah gratis buat tinggal dsana,gua bakalan tolak karna polusi udaranya tinggi sekali.
Pemerintah dan masyarakat harus bekerja sama untuk menjaga lingkungan.
Semoga teman2 dan keluarga disana selalu sehat❤",imlCPA5Vu2c
2023-12-01,"Jakarta gak akan pernah bebas dari polusi. Transportasi umum gak beres, pohon ditebangin, hutan kota dibangun gedung, bensin masih oktan rendah.",imlCPA5Vu2c
2023-11-11,Transportasi umum masih belum memadai dan juga belum sepenuhnya terkoneksi dan juga 70 % penduduk Jakarta maupun penyangga masih gengsi menggunakan angkutan umum. Dengan alasan gengsi naik angkutan umum dan kaya merasa gak punya duit. Terutama golongan masyarakat atas dan menengah.,imlCPA5Vu2c
2023-10-26,"salah satu solusi saya untu mengurangi polusi udara Jakarta adalah menerapkan sistem penghijauan dan mengurangi penggunaan kendaraan sepeda motor atau mobil,dan biar lebih stabil seharusnya kita menggunakan sepeda atau  jalan kaki agar dapat mengurangi polusi secara cepat",imlCPA5Vu2c
2023-10-06,"Masalah utama pemerintah Indon tidak adil itu saja, cukimai memang pemerintah Indonesia,, di jawa semua disana bangunan tinggi segala macam disana semua,, makanya polusi disana ,,",imlCPA5Vu2c
2023-09-29,solusi nya tolong para polisi koordinasi dalam peninjauan  kualitasi emisi motor dan mobil yang berkeliaran di jkt,imlCPA5Vu2c
2023-09-22,Sy merasa kasihan sm kalian org jkt...ckckck..,imlCPA5Vu2c
2023-09-15,Salah satu solusi mengurangi polusi udara di Jakarta adalah menerapkan tarif parkir yg mahal..tapi jadi dilema,imlCPA5Vu2c
2023-09-11,"Gara-gara pembangunan Indonesia terpusat di Jakarta, jadinya Jakarta padat, sesak, dan berpolusi....😄😄😄",imlCPA5Vu2c
2023-09-08,Jadi bener dong 2050 Jakarta hancur kasih zombie sekalian aja eitss jangan lupa ditembok dulu 😂😂😂😂,imlCPA5Vu2c
2023-09-05,"manusia nya terlalu banyak, covid belum efektif mengurangi populasi orang di jakarta",imlCPA5Vu2c
2023-09-04,"Kebanyakan orang berpikir polusi udara akibat pencemaran setempat, padahal bumi berputar 30 km perdetik, jadi siapa penyebabnya...?",imlCPA5Vu2c
2023-09-04,kondisi polusi udara pencemaran siapa...? sedangkan bumi berpurat perdetik 30 km....,imlCPA5Vu2c
2023-09-04,Pabrik kendaraan gak mau bangkrut..pokoknya buat trus,imlCPA5Vu2c
2023-09-04,"sibuk salahkn sana sini, pdhl kmudahan pembelian kndraan itu dr siapa kbijakanx ...

Ad uang skian ratus ribu DP motor bw plg motor baru, skrng anak"" marak pake motor di jalanan bhkn di jdikn mainan utk balap""n ...

Udh macet, polusi bru bgung sndiri,. Konoha & realitanya",imlCPA5Vu2c
2023-09-04,"coba modal dikit media, terbang keliling liat dari mana asal asul asap nya coba.. yg fair, jgn lupa videoin bukti nya, jgn takut utk jujur.",imlCPA5Vu2c
2023-09-04,POLUSI = POLITIK ILUSI/USIL 😮😅,imlCPA5Vu2c
2023-09-03,"Jakarta kurang pohon sebagai penghijauan di pinggir"" jalan, trotoar lebar tapi gak ada pohon yg ada tiang JPO n gedung wajar kalo polusi udara",imlCPA5Vu2c
2023-09-03,"Pertanyaannya, sebelum pandemi pun pengguna kendaraan bermotor sama banyaknya, bahkan blm ada yg pakai kendaraan listrik. Tapi kok ga ada tuh kabut polusi sampai setebal ini? Kok ya bs tiba2 dlm bbrp hari langit jakarta  sampai begitu? Jawabannya karna kemarau panjang. Ga ada hujan yg membersihkan debu diudara. Ditambah lg polusi juga berasal dari industri2 dan kendaraan di kota penyangga. Lah kok bisa cuma ribut polusi di jakarta? Apa kabar depok, tangerang, bekasi, yg sama parah macet dan polusinya?",imlCPA5Vu2c
2023-09-02,"Saya rasa penerapan ini sangat tidak efektif sekali menggunakan aturan -aturan sistem penilangan cuma hanya berdasarksn polusi di kota jakarta... kan bisa menggunakan pesawat sama helikopter tinggal disiram dari udara ibaratnya bikin hujan buatan seperti dinegara-negara lain amerika,kanada,unisoviet,dan rusia.. kok pemerintah indonesia malas sekali menerapkan aturan-aturan seperti itu nggk kayak dinegara-negara lain...enak banget ngasih aturan penilangan cuma hanya berdasarkan polusi udara.. ini jgn-jgn  polisinya ujung-ujungnya bisa mendapatkan duit yg banyak hanya dikarenakan gagal emisi disebabkan polusi udara hahaha pabrik-pabrik,pltu dirazia polisi ndak haha... negara indonesia penuh mata duitan kabehhh kerjane ogah-ogahan haha.....🤣🤣🤣",imlCPA5Vu2c
2023-09-02,"Pembangunan yg tdk merata. Jakarta dibangun terus, modernisasi mengundang rakyat kumpul ke Jakarta. Penuh sesak shg menimpulkan masalah termasuk polusi. Sampai solusi ditemukan ""NIKMATI SAJA""",imlCPA5Vu2c
2023-09-01,Karena tidak adanya hujan karena hujan bisa membersihkan udara,imlCPA5Vu2c
2023-09-01,ada yg belum dimasukkan daftar: polusi dari pembalakan liar dengan pembakaran hutan yang marak terjadi di Kalimantan dan Sumatra dan juga penggundulan hutan yang disebabkan oleh pembangunan IKN,imlCPA5Vu2c
2023-08-31,"Lagian anak sekolah juga skrg pd bawa kendaraan malah jdi polusi ketimpangan sosial juga. Sekolah libur macet berkurang. Angkutan anak sekolah di benahi harusnya.dan polusi tak hanya dr kendaraan, asap asap pabrik produksi dan kurangnya pohon penyerap debu dan penghasil oksigen juga sangat berperan.klo banyak bangunan dan tembok debu"" gak terserap. Ketiup angin dikit saja sudah kemana mana.",imlCPA5Vu2c
2023-08-31,Laah mungkin ini hanya isu yg g lulus uji emisi denda 250 rb ujung2nya duit.. duitnya nanti buat menangin pilpres.. klo emg mau kurangin polusimah stop aja pabrik kendaraannya juga semua hanya boleh pakai sepeda atau jalan kaki..,imlCPA5Vu2c
2023-08-31,Menurut saya gk usah ada lagi kandaraan bermotor  di jakarta....semua harus Naik speda.... ngerokok juga bikin polusi...maka warga jakarta gk usah lagi ngerokok....soalnya mau atau gk itu aja.,imlCPA5Vu2c
2023-08-31,Angkutan umum dijakarta banyak buat apa coba. kalo masalah cepet ya kalo penuh pasti cepet lah,imlCPA5Vu2c
2023-08-31,"Untung polusi Jakarta JUARA 2 di seluruh dunia, kalau juara 1, GAWAT!!",imlCPA5Vu2c
2023-08-31,"ada solusi dengan mengguunakan sepeda tambah jalur sepeda, bikin taman yg banyak, tanah2 kosong dipinggir jalan dibudidayakan sayuran, buah-buahan itu pak Anies dulu berusaha terus menghijaukan jakarta. lah sekarang kok tambah buruk polusinya yang sekarang ngapain aja?",imlCPA5Vu2c
2023-08-31,"Kenapa baru sekarang diterapkan, nggak dari dulu apakah ada tekanan dari luar bahwa Indonesia negara polusi tertinggi",imlCPA5Vu2c
2023-08-30,"Gampang klu mau bersih.
Sewa pawang hujan spt mandalika.bikin hujan seminggu.
Beres dah",imlCPA5Vu2c
2023-08-30,"Ini bukan masalah polusi TAPI KORUPSI. DATA saja ""dikorupsi"" SEMUA IBU KOTA juga macet parah dan banyak kendaraan.",imlCPA5Vu2c
2023-08-30,Hah gw sedih jakarta polusi lah macet lah buang sampah sembarangan lah bakar sampah sembarangan katanya  juga jakarta bakal tenggelam 2030 padahal di jakarta ada tempat tempat penting salah satunya monas itu monumen nasional Indonesia masa kalo Jakarta tenggelam monas juga ikutan tengelam dong jangan salah kan pemerintah,imlCPA5Vu2c
2023-08-30,"Polusi udara...rokok...itu obat awet muda.......hahahahhaha. Karena muda dh pada mati.....coba ada gak mati tua ...yg ada mati muda.....jadi kalo mau dikenang ttp muda ....sejak dini matilah....dan Banyakinn ngerokok dan polusi udaranya....gitu aja kok repot.....apa"" pemerintah.....intropeksi diri.....enemy of earth is you.....salam polusi",imlCPA5Vu2c
2023-08-30,"Menurut gw, polusi udara merupakan cara efektif untuk memaksa penduduk sebuah kota mau bermigrasi ke kota yg baru.",imlCPA5Vu2c
2023-08-29,Yg terbanyak polusinya para perokok,imlCPA5Vu2c
2023-08-29,Setuju si uji emisi biar bumi kita khususnya jkt sehat❤,imlCPA5Vu2c
2023-08-29,Menanam pohon jangan di tebangin terus,imlCPA5Vu2c
2023-08-29,"Ga percaya gw, PLTU tuh angin bawa polusi ke Jakarta. Batu bara.",imlCPA5Vu2c
2023-08-29,Sebaiknya di jakarta memperbanyak jalan untuk pengguna sepedah dan jalan kaki agar dapat mengurangi polusi secara cepat atau memperbanyak transportasi untuk umum dan mengurangi transportasi pribadi lebih baik 1 motor 2 orang 1 mobil 4 orang,imlCPA5Vu2c
2023-08-29,industri di tingkatkan sedangkan pertanian di abaikan-ahirnya masarakat pada pindah kejakarta di desa kosong,imlCPA5Vu2c
2023-08-29,Apakah gra2 polusi udara bsa atuk pilek sprti yg aku rasakan saat ini,imlCPA5Vu2c
2023-08-28,"masalah utamanya ya transportasi pak, buk. gausah ngalihin perhatian ke pabrik batubara atau apalah. penyebabnya yg dicari solusinya, bukan malah cari solusi diluar itu awowkwowk kalo urusan duit aja 1000 solusi selalu ada",imlCPA5Vu2c
2023-08-28,Dulu ada raja ngibul😂 jakarta zero karbon katanya😁 dapat penghargaan internasional katanya😁😁 orang cerdas katanya😁😁 ternyata......😂😂,imlCPA5Vu2c
2023-08-28,"Cara menanggulanginya tirulah eropa dan cina , karna mereka pernah merasakan seperti itu",imlCPA5Vu2c
2023-08-28,Pemerintah Indonesia harus melakukan sesuatu dong di Cikarang barat juga polusi nya sangat kurang sehat,imlCPA5Vu2c
2023-08-28,Cek pabrik pabrik yg menggunakan Batu Bara sebagai bahan bakar dan sumber energinya.,imlCPA5Vu2c
2023-08-28,"Wah seperti covid aja,  klo kmrn covid harus  vaksin tp klo polusi apa spy pada beli motor listrik/ mobil listrik( spy bpk Muldoko biar tdk rugi, atau pindah ke IKN ? Biar oligarki tdk rugi?😊",imlCPA5Vu2c
2023-08-28,POLUSI DIATAS KORUPSI DIBAWAH,imlCPA5Vu2c
2023-08-28,"masalahnya semua orang pingin gaya punya mobil dan motor, belum juga yang bakar2 sampah setiap hari he.he.he belum pabrik pabrik!",imlCPA5Vu2c
2023-08-28,"Coba lakukan analisa ambil sample apa penyebab polusi ?, asap pabrik, asap kendaraan atau ada unsur kimia lain yang tertebar di udara sekitar Jakarta?.
Carikan solusi terbaik jangan panik karena sekarang masa Politik semua bisa saja terjadi dan di lakukan?.",imlCPA5Vu2c
2023-08-28,mantaaap...polusi juara kkn juara...mimpi jd negara maju. banyakin tidur biar mimpi maju bukan mimpi modol.,imlCPA5Vu2c
2023-08-28,"kurang2in pabrik yg paling banyak ngehasilin polusi, sama batasin jumlah kendaraan yg ber asap. tingkatin kualitas transportasi umum biar masyarakat makin betah & nyaman ketika naik transportasi umum. sekedar saran aja dari gw",imlCPA5Vu2c
2023-08-28,"Skrg bmkg dan brin kerja apa aja ya selama ini???
Kenaikan tingkat polusi ga terjadi dalam sehari‼️
Shut down pltu dan kurangi penjualan mobil terutama di Jakarta. 
Berani ga pajak berkurang dr penjualan mobil dan motor??",imlCPA5Vu2c
2023-08-28,"Solusinya adalah, tiadakan pilpres😅, nanti isu polusi, agama, ras, dll hilang semua🤣.",imlCPA5Vu2c
2023-08-28,"Jakarta itu uda ada angkutan umum bus tran jkt,mrt,lrt,krl...kan itu bisa di gunakan untuk mengurangi pengunaan kendaraan pribadi.",imlCPA5Vu2c
2023-08-27,Nanti juga kalau hujan stabil lagi cuacanya,imlCPA5Vu2c
2023-08-27,"POLRI KURANG PROFESIONAL BEKERJA DIINDONESIA, SEHINGGA KENDRAAN BERSAP BANYAK LALU LALANG DIJAKARTA DAN KENDRAAN LAWAN ARAH...",imlCPA5Vu2c
2023-08-27,sejabodetabek orang kerja pada ke jakarta semua... setiap hari semua numpuk di jakarta😁 ngecer angkot mahal... bawa motor pribadi ongkos lebih murah dan hemat waktu,imlCPA5Vu2c
2023-08-27,"Kalo Singapura korban dari Sumatra kabut asap, jakarta di buat sendiri asapnya",imlCPA5Vu2c
2023-08-27,Kalau merunut saya . Srbaiknya untuk mengurangi polusi sebaiknya setiap peruasahaan di wajibkan karyawannya menggunakan naik bus perusahaan .tentunya busnya menggunakn bus listrik .jadi tidak ada yg di rugikan,imlCPA5Vu2c
2023-08-27,"Kemarau polusi, ujan banjir... intinya udah kebanyakan penduduk di jakarta",imlCPA5Vu2c
2023-08-27,"solusinya jakarta harus jadi daerah 24 jam , sistem kerja di ganti bergilir 3 sift, polisi juga harus menjaga keamanan jalan 24 jam , dari kantor, industrial harus mengikuti aturan  3 sift agar jalanan tidak macet dan berakibat polusi ,ini harus di lakukan bertahap dan motor2 yang mengeluarkan asap harus ditilang . dan uji emisi harus ada dimana2 ,   anjurkan kantor2 agar pegawainya memakai kendaraan umum dari pejabat instansi tertentu sampai pegawai swasta , klo bisa bikin jalur speda agar2 orang yg memiliki sepeda kerja menggunakan sepeda dengan aman",imlCPA5Vu2c
2023-08-27,"Gimana gak polusi, sales motor dan mobil aja target nya tinggi. Gak jualan gak makan. Motor dan mobil usia 10 keatas masih banyak berkeliaran. Angkutan umum fasilitas nya blm memadai. Kendaraan bermotor harus di batasi, penghijauan harus di tingkatkan. Sekarang jakarta, besok surabaya, bandung, semarang dan kota2 besar di indonesia. Pabrik2 berpolusi tinggi perlu di evaluasi. Sing penting aparatur negara ne ora korup.",imlCPA5Vu2c
2023-08-27,"Sebenarnya itu bukan polusi udara tp itu kabut awan tipis dr thn 90an sprti itu knpa gak dr dl aja, kendaraan pribadi bukan solusi rakyat jd korban Cuan razia emisi ..
contoh: Ada gunung ada awan,  ada gedung ada kabut!! Di luar negeri gedung pencakar langit jg ada kabut asap'kan..",imlCPA5Vu2c
2023-08-27,Sebernarnya semakin sibuk negara bakalan jd negara yg maju .. jd y wajar negara yg mau jadi negara maju pasty polusi meningkat,imlCPA5Vu2c
2023-08-27,pemerataan ya itu penting. jadi tidak ada daerah yang kelebihan pendapatan. kenapa itu jakarta terlalu padat. gula nya di jakarta,imlCPA5Vu2c
2023-08-27,"kok gedung ga di telusuri ?? di jakarta itu gedung lebih dari 500 gedung,,tiap gedung pasti ada restorannya atau dapur,kantin,kedai2,,itu asap bekas masakan bukan polusi udara ya ?? jelas itu adalah polusi udara,,
dan pembuangan saluran ac gedung2,,itu juga polusi udara,,coba dah outdoor ac di arahkan kepohonan,,pasti mati tuh pohonan,,karena pemakaian ac di jakarta mencapai jutaan,,jangan yg nyata di mata saja yg di telusuri,,",imlCPA5Vu2c
2023-08-26,Arogansi sosial yang buat jadi buruk.. Bayangkan aja mobil penuh di jkt,imlCPA5Vu2c
2023-08-26,"Sebentar lagi masyarakat jakarta terserang virus kotoran polusi udara yang tidak sehat amin,ayoo kita pindahkan ibukota baru yg sehat dan bersih udaranya sejuk",imlCPA5Vu2c
2023-08-26,Motor  listrik  ide  mengurangi polusi  d  Ibukota,imlCPA5Vu2c
2023-08-26,"Mmg sdh seharusnya rutin uji emisi jika bisa setahun 2-3x.

Karena itu diperbanyak titik titik razia uji emisi agar pengguna kendaraan pribadi disiplin utk merawat kendaraannya. Bukan hanya tau pake tapi ga bs merawat kendaraannya.

Usahakan terdapat 100 titik area razia uji emisi. Jika kedapatan titik lulus tapi tetap tdk diperbaiki maka cabut stnk dan SIM pengendara dan dilarang membuat SIM selama 3 tahun ke depan.",imlCPA5Vu2c
2023-08-26,"Yg pasti sumber polusi yg setinggi hidung manusia ya memang cerobong Knalpot kendaraan, sporadis lg. Kl knalpot pabrik/Cerobongnya kan sdh tinggi, centralized ya toh ?  Setiap warga DKI harus nanem pohon lah..  plz. Coba deh .. jurus jitu ini.

Uji emisi hanya lahan menambah cuan sj, bukan solusi , itu hanya go nongo sj. Namanya juga Alat Uji hanya mengetes bukan alat AirPurifier yg memang mengatasi. Best AirPurifier is Tree 🌲🌴🪴🍀🌳☘️🌵🏝️",imlCPA5Vu2c
2023-08-26,""" Giliran udah pada 1$p@ baru Panik ' Repot. sibuk. rempong
kenapa gak dari awal juli Rekayasa Cuaca !?
Bikin Hujan Buatan. pagi sore juga malam. suruh. rt. rw. warga nya juga kades .lurah. pssu. nyiram pohon. debu. tanaman.
Bio disel B45 di percepat bio solar B40 di percepat. Pertalite Ron nya
di Naikin jadi Ron 91 apa Ron 92
pakai pesawat / heli Water Booming.
🤔🤕😴😤😢😥😷😵😭😎",imlCPA5Vu2c
2023-01-13,"Dan Akhirnya Panasss terik bak musim kemarau... Di Jabodetabek 1 Minggu terakhir dari saya berkomentar. 

Panasnya Nauzubillah😂... Yang seharusnya musim penghujan malah ngga hujan sama sekali🙏👍",_5m2W81cBnw
2023-01-04,"Hujan itu berkah, bukan musibah apalgi bencana. Ulah manusia lah yg mendatangkan musibah dengan  merusak dan mencemari lingkungan.
Jgn melawan apalgi menolak apa yg diberikan gusti Allah. Ingat ! MurkaNya lbh mengerikan.... Allah maha pengasih lg maha penyayang.",_5m2W81cBnw
2023-08-23,Pltu..yg pk batu bara bikin polusi dan byknya kendaraan,JMmGVmzXjOo
2023-08-21,Jadi mau pindah ibu kota jakarta ke hutan pembangunan pembangunan tuh lihat di Indonesia rakyatnya semakin menderita berbagai kejahatanlah semakin membabi dan kehinaan Kemiskinan dan Pengangguran dan gempa bumi dan musibah lainnya tidak ada henti-hentinya di karenakan sebagian besar manusianya menentang keras kepada ALLAH SWT dan Rosul-RosulNYA dan menentang keras untuk terlaksananya syari'at Islam secara keseluruhan yang ada dalam firman ALLAH SWT yaitu Al-Qur'an dan hukum Pidana ALLAH SWT atau hukum Qisas supaya ada efek jera pada seluruh manusia dan rakyatnya menjadi aman dan nyaman sentosa kaya raya sejahtera di jamin keamanan dan keperluan hidupnya selamanya janji ALLAH SWT paling benar dan nyata atau bertobatlah pada ALLAH SWT dan kembali ke agama Islam yang secara keseluruhan,JMmGVmzXjOo
2023-08-21,Hahahahaha 😂 parah astaghfirullah bnyk orgorg parah dijakarta😂,JMmGVmzXjOo
2023-08-20,angin laut bukan air laut,JMmGVmzXjOo
2023-08-20,"itu karna musim kemarau tiba. air laut ke darat jadi pertemuan dingin seakan menjadi kabut. masalah batuk air laut yg mengandung garam. itu kalu hujan turun pasti bersih, itu pendapat saya",JMmGVmzXjOo
2023-08-19,"Kenapa juga ada kebijakan becak dilarang, padahal di negara maju masih banyak kendaran ramah polusi dan jalur aman untuk pejalan kaki ini pasti salahnya pada banyaknya kendaraan pribadi.",JMmGVmzXjOo
2023-08-19,Berkaca 3 tahun lalu saat PPKM udara Jakarta bersih,JMmGVmzXjOo
2023-08-15,"POLUSI UDARA di jakarta

1 ..KEBAKARAN  80% ( perumahan,kios,pabrik,kantor)
2..  Asap PABRIK  10 %
3..RUMAH MAKAN+ KANTIN  +  warung 8 % ( jenis makanan bakar )
4..   Kendaraan ..2 %


Cek secara logika,,,,hujan gak ada ASAP SULIT UNTUK HILANG,,,,

GAS EMISI CEPAT HILANG,,SEPERTi kentut",JMmGVmzXjOo
2023-08-15,ITU AKIBATNYA POHON2 DIMONAS DITEBANGIN SAMA ANIES...TDK ADA PARU2 KOTA..YG MERUBAH CO2  JADI O2...ANIS PEKOK,JMmGVmzXjOo
2023-08-15,"Walah Gawat darurat, di rasakan begitu memang setiap saat seperti berkabut tapi sesungguhnya itu polusi udara, yang jalanan sangat macet parah di mana mana, galakan WFH lagi bagi yg bisa wfh salah satu cara mengatasinya...",JMmGVmzXjOo
2023-08-14,Udara kotor jakarra ini Isue sesat biar pindah ke IKN,JMmGVmzXjOo
